type,inputUser,inputGroup,action,modificationMode,name,specialDatesToDeleteList,specialCommentsToDeleteList,yearlyDatesToDeleteList,yearlyCommentsToDeleteList,businessDatesToDeleteList,businessCommentsToDeleteList,selected
calendar,MIGRATION,MIGRATION,modification,remove,MAS,20290219,Washington's Birthday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,MAS,20290528,Memorial Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,AAB,20071220,Eid El-Adha (5 days),,,,,Yes
calendar,MIGRATION,MIGRATION,modification,remove,AUB,20061023,Labour Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,BKB,20280508,Visakha Bucha Day,,,,,Yes
calendar,MIGRATION,MIGRATION,modification,remove,BKB,20281023,King Chulalongkorn Memorial Da,,,,,Yes
calendar,MIGRATION,MIGRATION,modification,remove,BKB,20060515,Visakha Bucha Day Observed,,,,,Yes
calendar,MIGRATION,MIGRATION,modification,remove,BKB,20061023,King Chulalongkorn Memorial Da,,,,,Yes
calendar,MIGRATION,MIGRATION,modification,remove,BKB,20070102,New Year's Holiday,,,,,Yes
calendar,MIGRATION,MIGRATION,modification,remove,BKB,20070406,Chakri Day,,,,,Yes
calendar,MIGRATION,MIGRATION,modification,remove,BKB,20070507,Coronation Day Observed,,,,,Yes
calendar,MIGRATION,MIGRATION,modification,remove,SAB,20191101,All Saints Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,SAB,20191225,Christmas Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,SAB,20200521,Battle of Iquique Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,SAB,20200907,Unity Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,BKS,20121231,New Year's Eve,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,MDX,20070122,St. Vincent's Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,BKB,20161024,King Chulalongkorn Memorial Da,,,,,Yes
calendar,MIGRATION,MIGRATION,modification,remove,BKB,20170102,New Year's Day Observed,,,,,Yes
calendar,MIGRATION,MIGRATION,modification,remove,BKB,20170710,Buddhist Lent Observed,,,,,Yes
calendar,MIGRATION,MIGRATION,modification,remove,BKB,20171205,King's Birthday,,,,,Yes
calendar,MIGRATION,MIGRATION,modification,remove,BKB,20180301,Makha Bucha Day,,,,,Yes
calendar,MIGRATION,MIGRATION,modification,remove,PAS,20140418,Good Friday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,PAS,20150406,Easter Monday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,BKS,20130101,New Year's Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,BKS,20210726,Buddhist Lent Observed,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,BKS,20211210,Constitution Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,SYX,20120312,Labour Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,SYX,20120611,Queen's Birthday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,BKS,20140505,Coronation Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,BKB,20180507,Coronation Day Observed,,,,,Yes
calendar,MIGRATION,MIGRATION,modification,remove,BKB,20180813,Queen's Birthday Observed,,,,,Yes
calendar,MIGRATION,MIGRATION,modification,remove,BKB,20191023,King Chulalongkorn Memorial Da,,,,,Yes
calendar,MIGRATION,MIGRATION,modification,remove,BKB,20191205,King's Birthday,,,,,Yes
calendar,MIGRATION,MIGRATION,modification,remove,PAS,20061225,Christmas Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,PAS,20180101,New Year's Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,BKS,20221024,King Chulalongkorn Memorial Da,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,BKS,20221205,King's Birthday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,BKS,20150101,New Year's Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,BKS,20150406,Chakri Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,BKS,20150413,Songkran Festival Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,BKS,20151210,Constitution Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,BKS,20160101,New Year's Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,PAS,20240329,Good Friday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,BKS,20240722,Buddhist Lent Observed,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,WAS,20100603,Corpus Christi,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,MDX,20091208,Immaculate Conception,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,PAS,20250101,New Year's Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,PAS,20260406,Easter Monday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,PAS,20270329,Easter Monday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,CMJ,20260119,Martin Luther King's Birthday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,CMJ,20270215,Washington's Birthday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,WAS,20110425,Easter Monday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,WAS,20110623,Corpus Christi,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,WAS,20120607,Corpus Christi,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,WAS,20130401,Easter Monday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,BKS,20170413,Songkran Festival Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,BKS,20170814,Queen's Birthday Observed,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,BKS,20171205,King's Birthday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,MDX,20100816,Assumption Day Observed,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,MAT,20310602,Whit Monday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,MAT,20311226,Boxing Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,BKS,20190101,New Year's Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,PAS,20300419,Good Friday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,PAS,20310411,Good Friday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,CMJ,20290219,Washington's Birthday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,CMJ,20300121,Martin Luther King's Birthday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,CMJ,20300527,Memorial Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,CMJ,20300704,Independence Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,CMJ,20300902,Labor Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,CMJ,20301225,Christmas Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,BKS,20180301,Makha Bucha Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,BKS,20180416,Songkran Festival Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,BKS,20180813,Queen's Birthday Observed,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,BKS,20181205,King's Birthday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,MAT,20300101,New Year's Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,BKS,20200309,Makha Bucha Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,BKS,20200812,Queen's Birthday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,BKS,20210406,Chakri Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,OSX,20070101,New Year's Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,OSX,20080512,Whit Monday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,CMJ,20330117,Martin Luther King's Birthday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,CMJ,20331226,Christmas Day Observed,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,MAS,20291225,Christmas Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,MAS,20310217,Washington's Birthday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,PAS,20121225,Christmas Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,PAS,20131225,Christmas Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,PAS,20131226,Boxing Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,BKS,20210414,Songkran Festival Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,OSX,20090101,New Year's Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,MAS,20311224,Christmas Eve,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,MAS,20320326,Good Friday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,MAS,20320531,Memorial Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,VIX,20190815,Assumption Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,VIX,20110602,Ascension Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,VIX,20110815,Assumption Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,SAB,20240918,Independence Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,SAB,20241231,Bank Holiday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,SAB,20250418,Good Friday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,SAB,20250501,Labour Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,SAB,20250521,Battle of Iquique Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,SAB,20250918,Independence Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,SAB,20260403,Good Friday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,ZUX,20130401,Easter Monday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,ZUX,20131226,St. Stephen's Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,ZUX,20140529,Ascension Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,ZUX,20140609,Whit Monday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,ZUX,20140801,National Holiday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,ZUX,20190422,Easter Monday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,ZUX,20291226,St. Stephen's Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,VIX,20130401,Easter Monday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,VIX,20130520,Whit Monday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,VIX,20131224,Christmas Eve,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,VIX,20140101,New Year's Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,SAB,20260601,Corpus Christi,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,SAB,20270101,New Year's Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,ZUX,20150514,Ascension Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,ZUX,20161226,St. Stephen's Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,ZUX,20170102,Berchtoldstag,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,ZUX,20300801,National Holiday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,ZUX,20310801,National Holiday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,DUB,20060102,New Year's Day Observed,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,DUB,20060317,St. Patrick's Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,VIX,20150406,Easter Monday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,VIX,20200101,New Year's Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,HKX,20250404,Ching Ming Festival,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,AMX,20180101,New Year's Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,AMX,20180501,Labour Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,AMX,20200501,Labour Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,ZUX,20180330,Good Friday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,ZUX,20180501,Labour Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,ZUX,20180521,Whit Monday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,ZUX,20180801,National Holiday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,ZUX,20181225,Christmas Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,SYX,20190425,Anzac Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,SYX,20191226,Boxing Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,DUB,20070319,St. Patrick's Day Observed,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,DUB,20070406,Good Friday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,DUB,20071029,Autumn Bank Holiday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,DUB,20071227,Bank Holiday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,VIX,20211224,Christmas Eve,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,VIX,20220106,Epiphany,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,AMX,20240401,Easter Monday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,SYX,20211004,Labour Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,SYX,20220126,Australia Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,DUB,20081229,Bank Holiday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,DUB,20090413,Easter Monday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,DUB,20100405,Easter Monday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,DUB,20141226,St. Stephen's Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,DUB,20141229,Bank Holiday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,DUB,20150101,New Year's Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,NYM,20180330,Good Friday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,NYM,20181122,Thanksgiving Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,NYM,20190101,New Year's Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,SIO,20050121,Hari Raya Haji,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,SYB,20270426,Anzac Day Observed,,,,,Yes
calendar,MIGRATION,MIGRATION,modification,remove,SYB,20270802,Bank Holiday,,,,,Yes
calendar,MIGRATION,MIGRATION,modification,remove,DUB,20110502,Labour Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,DUB,20110606,Spring Bank Holiday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,DUB,20110801,Summer Bank Holiday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,DUB,20120507,Labour Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,DUB,20120604,Spring Bank Holiday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,DUB,20121227,Bank Holiday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,DUB,20130101,New Year's Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,NYM,20210402,Good Friday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,NYM,20220117,Martin Luther King's Birthday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,SYX,20050325,Good Friday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,DUB,20130329,Good Friday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,DUB,20130603,Spring Bank Holiday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,SYX,20080128,Australia Day Observed,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,SYX,20080804,Bank Holiday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,DUB,20181029,Autumn Bank Holiday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,DUB,20181225,Christmas Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,OSS,20241231,New Year's Eve,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,OSS,20250101,New Year's Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,OSS,20250421,Easter Monday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,OSS,20251224,Christmas Eve,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,SAB,20150629,Saints Peter and Paul Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,SAB,20161208,Immaculate Conception,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,SAB,20170904,Unity Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,SAB,20170918,Independence Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,SYX,20070126,Australia Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,SYX,20090413,Easter Monday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,SYX,20091005,Labour Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,SYX,20101004,Labour Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,OSS,20270517,Constitution Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,OSS,20271224,Christmas Eve,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,OSS,20271231,New Year's Eve,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,OSS,20280414,Good Friday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,OSS,20281226,Boxing Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,SAB,20170919,Armed Forces Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,SAB,20171208,Immaculate Conception,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,SAB,20180521,Battle of Iquique Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,SAB,20180919,Armed Forces Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,SAB,20181101,All Saints Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,SAB,20181231,Bank Holiday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,SAB,20190501,Labour Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,SAB,20220627,Saints Peter and Paul Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,SAB,20220815,Assumption Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,BKS,20140414,Songkran Festival Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,SYX,20101227,Christmas Day Observed,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,MDX,20050325,Good Friday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,MDX,20051226,Christmas Day (OBS),,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,MDX,20060825,Bilbao Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,MAT,20120409,Easter Monday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,MAT,20120501,Labour Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,MAT,20121226,Boxing Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,BKB,20060102,New Year's Day Observed,,,,,Yes
calendar,MIGRATION,MIGRATION,modification,remove,BKB,20060414,Songkran Festival Day,,,,,Yes
calendar,MIGRATION,MIGRATION,modification,remove,BKB,20060505,Coronation Day,,,,,Yes
calendar,MIGRATION,MIGRATION,modification,remove,TKF,20220321,Vernal Equinox Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,TKF,20220718,Ocean Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,TKF,20111010,Sports Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,TKF,20111103,Culture Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,BAB,20141208,Immaculate Conception,,,,,Yes
calendar,MIGRATION,MIGRATION,modification,remove,BAB,20150525,Liberation Day,,,,,Yes
calendar,MIGRATION,MIGRATION,modification,remove,BAB,20151012,Day of the Race,,,,,Yes
calendar,MIGRATION,MIGRATION,modification,remove,BAB,20190401,Malvinas Islands Memorial Day,,,,,Yes
calendar,MIGRATION,MIGRATION,modification,remove,BAB,20190617,Flag Day,,,,,Yes
calendar,MIGRATION,MIGRATION,modification,remove,TKF,20120109,Adults Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,TKF,20120320,Vernal Equinox Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,TKF,20121231,Exchange Holiday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,BKX,20250701,Mid-Year Holiday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,BKX,20250812,Queen's Birthday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,BAB,20111230,Last Weekday of the Year,,,,,Yes
calendar,MIGRATION,MIGRATION,modification,remove,BAB,20171016,Day of the Race,,,,,Yes
calendar,MIGRATION,MIGRATION,modification,remove,BAB,20180525,Liberation Day,,,,,Yes
calendar,MIGRATION,MIGRATION,modification,remove,FRS,20151231,New Year's Eve,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,FRS,20171225,Christmas Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,FRS,20181231,New Year's Eve,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,FRS,20190419,Good Friday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,TKF,20130506,Children's Day Observed,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,TKF,20130715,Ocean Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,TKF,20140505,Children's Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,FRS,20211231,New Year's Eve,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,LME,20160328,Easter Monday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,LME,20160502,May Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,LME,20160530,Spring Bank Holiday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,LME,20170417,Easter Monday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,LXB,20260623,National Holiday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,LXB,20270517,Whit Monday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,TKF,20141231,Exchange Holiday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,TKF,20150112,Adults Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,TKF,20160111,Adults Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,MAS,20140526,Memorial Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,FRS,20241231,New Year's Eve,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,FRS,20260101,New Year's Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,FRS,20261225,Christmas Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,LME,20171225,Christmas Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,LME,20171226,Boxing Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,LME,20191225,Christmas Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,LXB,20290330,Good Friday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,LXB,20290402,Easter Monday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,LXB,20301101,All Saints Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,LXB,20310101,New Year's Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,MAS,20140704,Independence Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,MAS,20140901,Labor Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,MAS,20141225,Christmas Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,MAS,20150101,New Year's Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,MAS,20150525,Memorial Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,FRS,20270326,Good Friday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,FRS,20271231,New Year's Eve,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,FRS,20280417,Easter Monday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,FRS,20281225,Christmas Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,FRS,20291231,New Year's Eve,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,FRS,20300101,New Year's Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,LME,20221227,Christmas Day Observed,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,LME,20231226,Boxing Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,LME,20240506,May Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,LNB,20271228,Christmas Day Observed,,,,,Yes
calendar,MIGRATION,MIGRATION,modification,remove,LNB,20280103,New Year's Day Observed,,,,,Yes
calendar,MIGRATION,MIGRATION,modification,remove,LNB,20281225,Christmas Day,,,,,Yes
calendar,MIGRATION,MIGRATION,modification,remove,LNB,20281226,Boxing Day,,,,,Yes
calendar,MIGRATION,MIGRATION,modification,remove,LNB,20290402,Easter Monday,,,,,Yes
calendar,MIGRATION,MIGRATION,modification,remove,LNB,20290507,May Day,,,,,Yes
calendar,MIGRATION,MIGRATION,modification,remove,MVB,20070219,Carnival,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,MVB,20070423,Landing of the 33 Orientales,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,BHB,20070128,"Ashoora (Tentative, 2 days)",,,,,Yes
calendar,MIGRATION,MIGRATION,modification,remove,BAB,20050325,Good Friday,,,,,Yes
calendar,MIGRATION,MIGRATION,modification,remove,BAB,20060414,Good Friday,,,,,Yes
calendar,MIGRATION,MIGRATION,modification,remove,BAB,20061016,Day of the Race,,,,,Yes
calendar,MIGRATION,MIGRATION,modification,remove,BKX,20260101,New Year's Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,BKX,20260413,Songkran Festival Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,BKX,20260415,Songkran Festival Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,BKX,20261023,King Chulalongkorn Memorial Da,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,LME,20250526,Spring Bank Holiday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,LNB,20300826,August Bank Holiday,,,,,Yes
calendar,MIGRATION,MIGRATION,modification,remove,LNB,20310411,Good Friday,,,,,Yes
calendar,MIGRATION,MIGRATION,modification,remove,LNB,20311225,Christmas Day,,,,,Yes
calendar,MIGRATION,MIGRATION,modification,remove,LNB,20320830,August Bank Holiday,,,,,Yes
calendar,MIGRATION,MIGRATION,modification,remove,BAB,20070406,Good Friday,,,,,Yes
calendar,MIGRATION,MIGRATION,modification,remove,BAB,20070820,Anniversary of the Death of Ge,,,,,Yes
calendar,MIGRATION,MIGRATION,modification,remove,BAB,20080501,Labour Day,,,,,Yes
calendar,MIGRATION,MIGRATION,modification,remove,BAB,20080818,Anniversary of the Death of Ge,,,,,Yes
calendar,MIGRATION,MIGRATION,modification,remove,BKX,20270406,Chakri Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,BKX,20271210,Constitution Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,BKX,20280103,New Year's Day Observed,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,BKX,20280406,Chakri Day,,,,,No
