type,inputUser,inputGroup,action,modificationMode,name,specialDatesToDeleteList,specialCommentsToDeleteList,yearlyDatesToDeleteList,yearlyCommentsToDeleteList,businessDatesToDeleteList,businessCommentsToDeleteList,selected
calendar,MIGRATION,MIGRATION,modification,remove,LSX,20090610,Portugal Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,LSX,20100101,New Year's Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,OFF29FEB,19920229,29 Feb 1992,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,OFF29FEB,20120229,29 Feb 2012,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,COX,20121224,Christmas Eve,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,OFF29FEB,20440229,29 Feb 2044,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,JOX,20110809,National Women's Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,JOX,20111216,Day of Reconciliation,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,JOX,20121217,Day of Reconciliation Observed,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,JOX,20121225,Christmas Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,JOX,20130329,Good Friday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,CMJ,20200410,Good Friday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,CMJ,20220117,Martin Luther King's Birthday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,STX,20181231,New Year's Eve,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,STX,20190101,New Year's Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,ZUS,20080324,Easter Monday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,ZUS,20081226,St. Stephen's Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,ZUS,20090101,New Year's Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,JOX,20141216,Day of Reconciliation,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,OKX,20091103,Culture Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,CMJ,20230220,Washington's Birthday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,CMJ,20231225,Christmas Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,FRX,20220418,Easter Monday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,FRX,20221226,St. Stephen's Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,FRX,20230407,Good Friday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,STX,20190530,Ascension Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,STX,20200501,Labour Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,ZUS,20121226,St. Stephen's Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,ZUS,20130401,Easter Monday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,OKX,20100101,New Year's Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,OKX,20100322,Vernal Equinox Day Observed,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,TRB,20271111,Remembrance Day,,,,,Yes
calendar,MIGRATION,MIGRATION,modification,remove,TRB,20280103,New Year's Day Observed,,,,,Yes
calendar,MIGRATION,MIGRATION,modification,remove,TRB,20280522,Victoria Day,,,,,Yes
calendar,MIGRATION,MIGRATION,modification,remove,CMJ,20141127,Thanksgiving Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,CMJ,20151225,Christmas Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,STX,20230407,Good Friday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,LSX,20251201,Independence Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,WES,20111227,Boxing Day Observed,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,WES,20120103,Public Holiday Observed,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,CCB,20081229,Al Hijrah New Year,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,ZUS,20140418,Good Friday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,ZUS,20160325,Good Friday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,CMJ,20161124,Thanksgiving Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,CMJ,20170220,Washington's Birthday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,CMJ,20170414,Good Friday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,STX,20231226,Boxing Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,LSX,20060615,Corpus Christi,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,LSX,20070101,New Year's Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,LSX,20070409,Easter Monday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,LSX,20070425,Liberty Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,WES,20120409,Easter Monday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,WES,20121226,Boxing Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,WES,20130101,New Year's Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,WES,20131028,Labour Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,ZUS,20170417,Easter Monday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,ZUS,20171226,St. Stephen's Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,ZUS,20180101,New Year's Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,ZUS,20210101,New Year's Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,JOX,20240809,National Women's Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,JOX,20250501,Worker's Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,JOX,20250616,Youth's Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,LSX,20080321,Good Friday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,LSX,20080324,Easter Monday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,LSX,20201208,Immaculate Conception,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,LSX,20201224,Christmas Eve,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,WES,20141226,Boxing Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,LSX,20270326,Good Friday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,LSX,20270329,Easter Monday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,LSX,20271208,Immaculate Conception,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,LSX,20271224,Christmas Eve,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,LSX,20111101,All Saints Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,LSX,20130101,New Year's Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,JOX,20261216,Day of Reconciliation,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,LSX,20221226,Exchange Holiday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,WES,20160606,Queen's Birthday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,LIF,20050829,Summer Bank Holiday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,LIF,20060828,August Bank Holiday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,LIF,20070406,Good Friday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,LIF,20070409,Easter Monday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,LIF,20070507,May Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,LIF,20071226,Boxing Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,LIF,20080321,Good Friday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,LSX,20130815,Assumption Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,FRX,20240401,Easter Monday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,FRX,20240501,Labour Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,FRX,20241224,Christmas Eve,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,FRX,20241225,Christmas Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,FRX,20241231,New Year's Eve,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,JOX,20290330,Good Friday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,JOX,20290402,Family Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,JOX,20300501,Worker's Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,JOX,20300809,National Women's Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,WES,20161227,Boxing Day Observed,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,WES,20170103,Public Holiday Observed,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,WES,20181226,Boxing Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,CMJ,20180704,Independence Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,CMJ,20190121,Martin Luther King's Birthday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,ATX,20121225,Christmas Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,ATX,20130101,New Year's Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,ATX,20130318,Monday in Lent,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,FRX,20251231,New Year's Eve,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,FRX,20260501,Labour Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,FRX,20280417,Easter Monday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,JOX,20310428,Freedom Day Observed,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,CCB,20130124,Eid Al Mawlid Holiday Period,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,CCB,20140729,Eid Al Fiter,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,WES,20190419,Good Friday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,WES,20190422,Easter Monday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,ATX,20130501,Labour Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,ATX,20131226,Christmas Holiday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,LIF,20090525,Spring Bank Holiday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,LIF,20110103,New Year's Day Observed,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,LIF,20110502,May Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,CCB,20150924,Eid Al Adha,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,FRX,20300419,Good Friday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,LSB,20300101,New Year's Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,LSX,20231201,Independence Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,ATX,20150325,National Holiday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,ATX,20151225,Christmas Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,FRB,20131225,Christmas Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,LIF,20130329,Good Friday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,LIF,20140418,Good Friday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,LSB,20300613,Lisbon Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,LSB,20300815,Assumption Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,LSX,20240530,Corpus Christi,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,ATX,20220307,Monday in Lent,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,FRB,20150403,Good Friday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,FRB,20090521,Ascension Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,LIF,20160502,May Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,LIF,20170501,May Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,LSX,20280425,Liberty Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,LSX,20280501,Labour Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,LSX,20140619,Corpus Christi,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,ATX,20080310,Monday in Lent,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,ATX,20080501,Labour Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,ATX,20090101,New Year's Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,FRB,20091224,Christmas Eve,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,FRB,20100402,Good Friday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,FRB,20100405,Easter Monday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,FRB,20111003,Day of Unity,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,FRB,20120406,Good Friday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,WES,20150601,Queen's Birthday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,LSX,20281225,Christmas Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,LSX,20160425,Liberty Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,ATX,20110613,Whit Monday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,LSX,20290815,Assumption Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,LSX,20291225,Christmas Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,SIB,20260217,Chinese New Year,,,,,Yes
calendar,MIGRATION,MIGRATION,modification,remove,SIB,20260218,Second Day of Chinese New Year,,,,,Yes
calendar,MIGRATION,MIGRATION,modification,remove,COX,20060605,Constitution Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,COX,20070504,General Prayer Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,COX,20070605,Constitution Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,SDW,20070504,May Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,SDW,20071002,National Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,SDX,20070219,Spring Festival,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,COX,20160422,General Prayer Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,JOX,20060501,Worker's Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,JOX,20061226,Day of Goodwill,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,JOX,20070101,New Year's Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,SIB,20261109,Deepavali,,,,,Yes
calendar,MIGRATION,MIGRATION,modification,remove,SIB,20270517,Hari Raya Haji,,,,,Yes
calendar,MIGRATION,MIGRATION,modification,remove,SIB,20280126,Chinese New Year,,,,,Yes
calendar,MIGRATION,MIGRATION,modification,remove,SIB,20281017,Deepavali,,,,,Yes
calendar,MIGRATION,MIGRATION,modification,remove,STX,20301225,Christmas Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,STX,20301226,Boxing Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,BRB,20200501,Labour Day,,,,,Yes
calendar,MIGRATION,MIGRATION,modification,remove,BRB,20200521,Ascension Day,,,,,Yes
calendar,MIGRATION,MIGRATION,modification,remove,BRB,20210405,Easter Monday,,,,,Yes
calendar,MIGRATION,MIGRATION,modification,remove,NYX,20200217,Washington's Birthday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,NYX,20210101,New Year's Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,NYX,20211011,Columbus Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,NYX,20220221,Washington's Birthday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,NYX,20220415,Good Friday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,NYX,20250418,Good Friday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,NYX,20250704,Independence Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,NYX,20250901,Labor Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,NYX,20050905,Labour Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,NYX,20051124,Thanksgiving Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,NYX,20060220,Washington's Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,NYX,20070115,Martin Luther King's Birthday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,BRB,20230407,Bank Holiday,,,,,Yes
calendar,MIGRATION,MIGRATION,modification,remove,NYX,20230220,Washington's Birthday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,NYX,20231123,Thanksgiving Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,NYX,20231225,Christmas Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,NYX,20240115,Martin Luther King's Birthday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,NYX,20270215,Washington's Birthday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,ATB,20110307,07 Mar 2011,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,STX,20151231,New Year's Eve,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,STX,20160325,Good Friday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,STX,20161226,Boxing Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,NYX,20300527,Memorial Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,BRB,20100101,New Year's Day,,,,,Yes
calendar,MIGRATION,MIGRATION,modification,remove,BRB,20100721,National Holiday,,,,,Yes
calendar,MIGRATION,MIGRATION,modification,remove,BRB,20111226,Bank Holiday,,,,,Yes
calendar,MIGRATION,MIGRATION,modification,remove,SIB,20160912,Hari Raya Haji,,,,,Yes
calendar,MIGRATION,MIGRATION,modification,remove,SIB,20071225,Christmas Day,,,,,Yes
calendar,MIGRATION,MIGRATION,modification,remove,SIB,20091127,Hari Raya Haji,,,,,Yes
calendar,MIGRATION,MIGRATION,modification,remove,SIB,20091225,Christmas Day,,,,,Yes
calendar,MIGRATION,MIGRATION,modification,remove,ATB,20190429,29 Apr 2019,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,TRB,20121008,Thanksgiving Day,,,,,Yes
calendar,MIGRATION,MIGRATION,modification,remove,TRB,20130805,Civic Holiday,,,,,Yes
calendar,MIGRATION,MIGRATION,modification,remove,COX,20050325,Good Friday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,COX,20060417,Easter Monday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,SIB,20190101,New Year's Day,,,,,Yes
calendar,MIGRATION,MIGRATION,modification,remove,SIB,20190206,Second Day of Chinese New Year,,,,,Yes
calendar,MIGRATION,MIGRATION,modification,remove,SIB,20100528,Vesak Day,,,,,Yes
calendar,MIGRATION,MIGRATION,modification,remove,SIB,20101117,Hari Raya Haji,,,,,Yes
calendar,MIGRATION,MIGRATION,modification,remove,SIB,20110502,Labour Day Observed,,,,,Yes
calendar,MIGRATION,MIGRATION,modification,remove,BRB,20121225,Christmas Day,,,,,Yes
calendar,MIGRATION,MIGRATION,modification,remove,ATB,20200608,08 Jun 2020,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,ATB,20210315,15 Mar 2021,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,ATB,20220425,25 Apr 2022,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,ATB,20230417,17 Apr 2023,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,ATB,20230605,05 Jun 2023,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,NYX,20271224,Christmas Day Observed,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,NYX,20280414,Good Friday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,NYX,20310101,New Year's Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,NYX,20310217,Washington's Birthday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,ATB,20060421,21 Apr 2006,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,ATB,20060424,24 Apr 2006,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,SIB,20061023,Deepavali,,,,,Yes
calendar,MIGRATION,MIGRATION,modification,remove,SIB,20070219,Chinese New Year Observed,,,,,Yes
calendar,MIGRATION,MIGRATION,modification,remove,SPB,20271102,All Souls Day,,,,,Yes
calendar,MIGRATION,MIGRATION,modification,remove,BRB,20131101,All Saints Day,,,,,Yes
calendar,MIGRATION,MIGRATION,modification,remove,SIB,20200731,Hari Raya Haji,,,,,Yes
calendar,MIGRATION,MIGRATION,modification,remove,NYX,20290330,Good Friday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,SIM,20130101,New Year's Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,ATB,20090302,02 Mar 2009,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,LSB,20230407,Good Friday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,LSB,20231225,Christmas Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,SIB,20220502,Labour Day Observed,,,,,Yes
calendar,MIGRATION,MIGRATION,modification,remove,CMJ,20060529,Memorial Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,SIM,20200101,New Year's Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,SIM,20270101,New Year's Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,SIM,20310101,New Year's Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,LSB,20240530,Corpus Christi,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,LSB,20241225,Christmas Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,NEB,20101117,Bakri-id,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,CBO,20100215,Washington's Birthday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,CBO,20100906,Labor Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,LSX,20190305,Carnival Tuesday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,FRB,20061226,St. Stephen's Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,ZUB,20280525,Ascension Day,,,,,Yes
calendar,MIGRATION,MIGRATION,modification,remove,ZUB,20291225,Christmas Day,,,,,Yes
calendar,MIGRATION,MIGRATION,modification,remove,CBO,20120102,New Year's Day Observed,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,CBO,20121225,Christmas Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,LSX,20190501,Labour Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,LSX,20190620,Corpus Christi,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,LSX,20191101,All Saints Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,TRB,20050701,Canada Day,,,,,Yes
calendar,MIGRATION,MIGRATION,modification,remove,TRB,20061009,Thanksgiving Day,,,,,Yes
calendar,MIGRATION,MIGRATION,modification,remove,ZUB,20250421,Easter Monday,,,,,Yes
calendar,MIGRATION,MIGRATION,modification,remove,ZUB,20250529,Ascension Day,,,,,Yes
calendar,MIGRATION,MIGRATION,modification,remove,PLE,20170417,Easter Monday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,ZUB,20300101,New Year's Day,,,,,Yes
calendar,MIGRATION,MIGRATION,modification,remove,ZUB,20300419,Good Friday,,,,,Yes
calendar,MIGRATION,MIGRATION,modification,remove,ZUB,20300801,National Holiday,,,,,Yes
calendar,MIGRATION,MIGRATION,modification,remove,OKX,20060109,Adults Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,OKX,20061103,Culture Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,HKF,20290501,Labour Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,CMJ,20090703,Independence Day Observed,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,TKX,20300506,Children's Day Observed,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,PLE,20170828,August Bank Holiday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,PLE,20180402,Easter Monday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,PLE,20181225,Christmas Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,PLE,20190101,New Year's Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,PLE,20191225,Christmas Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,PLE,20191226,Boxing Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,PLE,20200413,Easter Monday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,OKX,20070716,Ocean Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,OKX,20080429,Greenery Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,HKF,20291001,Chinese National Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,TKX,20300916,Respect for the Aged Day Obser,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,TKX,20301223,Emperor's Birthday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,TKX,20301231,Exchange Holiday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,TKX,20310113,Adults Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,TKX,20310211,National Foundation Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,TKX,20310505,Children's Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,TKX,20311103,Culture Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,TKX,20311231,Exchange Holiday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,PLE,20200831,August Bank Holiday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,FRX,20181224,Christmas Eve,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,SOF,20301224,Christmas Eve,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,OKX,20090112,Adults Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,TRB,20170414,Good Friday,,,,,Yes
calendar,MIGRATION,MIGRATION,modification,remove,LSB,20291224,Christmas Eve,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,CMJ,20111124,Thanksgiving Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,CMJ,20120406,Good Friday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,CMJ,20130121,Martin Luther King's Birthday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,CMJ,20140101,New Year's Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,CMJ,20140217,Washington's Birthday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,BGD,20081208,Eid al-Adha,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,BGD,20081229,Islamic (Hijri) New Year,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,FRX,20111226,St. Stephen's Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,FRX,20120409,Easter Monday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,FRX,20130329,Good Friday,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,LSB,20251208,Immaculate Conception,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,LSB,20260610,Portugal Day,,,,,No
calendar,MIGRATION,MIGRATION,modification,remove,SIB,20230501,Labour Day,,,,,Yes
calendar,MIGRATION,MIGRATION,modification,remove,SIB,20230629,Hari Raya Haji,,,,,Yes
